Gene	GeneDesc
K15428	Cys-Gly metallodipeptidase DUG1 [EC:3.4.13.-]
K04454	MADS-box transcription enhancer factor 2C
K14904	small nucleolar RNA snR78
K05713	2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16]
K09082	neurogenin 2
K09907	uncharacterized protein
K13836	circumsporozoite protein
K17749	3-benzylmalate isomerase [EC:4.2.1.-]
K16337	syndecan 3
K09754	coumaroylquinate(coumaroylshikimate) 3'-monooxygenase [EC:1.14.13.36]
K15405	midchain alkane hydroxylase
K17751	myosin heavy chain 6/7
K02276	cytochrome c oxidase subunit III [EC:1.9.3.1]
K00870	protein kinase [EC:2.7.1.37]
K06378	stage II sporulation protein AA (anti-sigma F factor antagonist)
K07044	uncharacterized protein
K20559	dihydrocamalexate/camalexin synthase [EC:1.14.19.52]
K07507	putative Mg2+ transporter-C (MgtC) family protein
K20944	resorcinol 4-hydroxylase (NADH) [EC:1.14.13.220]
K04899	potassium voltage-gated channel subfamily F member 1
K00138	aldehyde dehydrogenase [EC:1.2.1.-]
K14846	ribosome production factor 1
K14778	ATP-dependent RNA helicase DDX49/DBP8 [EC:3.6.4.13]
K02367	glucuronyl/N-acetylglucosaminyl transferase EXT2 [EC:2.4.1.224 2.4.1.225]
K10780	enoyl-[acyl-carrier protein] reductase III [EC:1.3.1.104]
K10491	zinc finger and BTB domain-containing protein 4
K19602	ceramide kinase-like protein
K05937	uncharacterized protein
K05391	cyclic nucleotide gated channel, plant
K01267	aspartyl aminopeptidase [EC:3.4.11.21]
K10808	ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]
K08333	phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]
K06954	uncharacterized protein
K02982	small subunit ribosomal protein S3
K05783	dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-]
K19911	synaptotagmin-11
K10658	E3 ubiquitin-protein ligase MARCH3 [EC:2.3.2.27]
K07099	uncharacterized protein
K16475	leucine-rich repeat and coiled-coil domain-containing protein 1
K12476	EH domain-containing protein 3
K11328	two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]
K00480	salicylate hydroxylase [EC:1.14.13.1]
K00515	beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]
K17331	N,N'-diacetylchitobiose transport system permease protein
K18126	2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.178]
K17873	11-oxo-beta-amyrin 30-oxidase [EC:1.14.13.173]
K00521	ferric-chelate reductase [EC:1.16.1.7]
K18725	nucleoporin POM152
K03725	archaea-specific helicase [EC:3.6.4.-]
K10737	DNA helicase MCM8 [EC:3.6.4.12]
K16946	seventh homolog of septin 1
K12183	ESCRT-I complex subunit TSG101
K17401	small subunit ribosomal protein S22
K17312	trehalose transport system permease protein
K03690	ubiquinone biosynthesis protein UbiJ
K11366	ubiquitin carboxyl-terminal hydrolase 22/27/51 [EC:3.4.19.12]
K03506	DNA polymerase epsilon subunit 4 [EC:2.7.7.7]
K18160	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2
K13095	splicing factor 1
K18482	4-amino-4-deoxychorismate lyase [EC:4.1.3.38]
K08915	light-harvesting complex II chlorophyll a/b binding protein 4
K14288	exportin-T
K04617	gamma-aminobutyric acid type B receptor-like
K07334	toxin HigB-1
K15005	cytochrome P450 family 28 [EC:1.14.-.-]
K16594	leucine-rich repeat-containing protein 36
K11294	nucleolin
K18631	tektin-4
K22343	dimethylamine monooxygenase subunit B [EC:1.14.13.238]
K03316	monovalent cation:H+ antiporter, CPA1 family
K09414	heat shock transcription factor 1
K04642	halorhodopsin
K18318	carbapenem biosynthesis protein, putative proline dehydrogenase [EC:1.5.-.-]
K07357	type 1 fimbriae regulatory protein FimB
K18880	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
K14707	solute carrier family 26, member 10
K17146	microRNA 147
K06582	natural killer cell receptor 2B4
K03024	DNA-directed RNA polymerase III subunit RPC7
K05297	rubredoxin---NAD+ reductase [EC:1.18.1.1]
K17678	ATP-dependent RNA helicase MRH4, mitochondrial [EC:3.6.4.13]
K11571	DASH complex subunit HSK3
K10895	fanconi anemia group I protein
K07214	enterochelin esterase and related enzymes
K21576	glycine/sarcosine/betaine reductase complex component C subunit alpha [EC:1.21.4.2 1.21.4.3 1.21.4.4]
K00061	11-cis-retinol dehydrogenase [EC:1.1.1.315]
K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
K12538	outer membrane protein, protease secretion system
K09553	stress-induced-phosphoprotein 1
K15406	wax-ester synthase / diacylglycerol O-acyltransferase [EC:2.3.1.75 2.3.1.20]
K05835	threonine efflux protein
K21157	SNF1-activating kinase 1 [EC:2.7.11.1]
K12168	E3 ubiquitin-protein ligase HECW2 [EC:2.3.2.26]
K08403	G protein-coupled receptor 15
K18990	membrane fusion protein, multidrug efflux system
K00686	protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]
K04231	galanin receptor 2
K18261	dysferlin
K00517	indol-3-yl-methylglucosinolate hydroxylase [EC:1.14.-.-]
K13305	E3 ubiquitin-protein ligase NEDD4-like [EC:2.3.2.26]
K19474	homeobox protein SIX5
K10673	streptomycin 3"-kinase [EC:2.7.1.87]
K14890	small nucleolar RNA snR64
K19099	metallo-beta-lactamase class B GIM [EC:3.5.2.6]
K00501	tyrosine 3-monooxygenase [EC:1.14.16.2]
K09438	transcription factor PU.1
K13084	phosphatidylinositol-4,5-bisphosphate 4-phosphatase [EC:3.1.3.78]
K17071	transcriptional repressor of dcmA and dcmR
K00680	uncharacterized N-acetyltransferase [EC:2.3.1.-]
K05559	multicomponent K+:H+ antiporter subunit A
K01827	dopachrome tautomerase [EC:5.3.3.12]
K16571	gamma-tubulin complex component 4
K18807	toll-like receptor 12
K19025	AP-5 complex subunit zeta-1
K00037	3alpha-hydroxysteroid 3-dehydrogenase / chlordecone reductase [EC:1.1.1.50 1.1.1.357 1.1.1.225]
K21706	acyl-lipid omega-(9-4) desaturase [EC:1.14.19.12]
K02813	PTS system, sorbose-specific IIB component [EC:2.7.1.206]
K04818	nicotinic acetylcholine receptor gamma
K15546	XRE family transcriptional regulator, aerobic/anaerobic benzoate catabolism transcriptional regulator
K14861	nucleolar pre-ribosomal-associated protein 1
K10834	heme-transporting ATPase [EC:3.6.3.41]
K00511	squalene monooxygenase [EC:1.14.14.17]
K08785	HtrA serine peptidase 3 [EC:3.4.21.-]
K06845	netrin 4
K19703	4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase [EC:1.14.18.6]
K01365	cathepsin L [EC:3.4.22.15]
K18635	protein SPIRAL1 and related proteins
K10099	F-box protein 2
K02865	large subunit ribosomal protein L10Ae
K09731	uncharacterized protein
K17279	receptor expression-enhancing protein 5/6
K12457	neurotrophin 4
K10222	2,6-dioxo-6-phenylhexa-3-enoate hydrolase [EC:3.7.1.8]
K04304	C-X-C chemokine receptor type 7
K21849	beta-1,6-glucan synthesis-associated protein KEG1
K12642	plakophilin 2
K15438	aminoacyl tRNA synthase complex-interacting multifunctional protein 2
K11808	phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21]
K20800	protein DPCD
K11239	pheromone-response scaffold protein
K08327	phosducin
K11247	endophilin-A
K09028	transcription factor jun-B
K17008	microRNA 92a
K07511	enoyl-CoA hydratase [EC:4.2.1.17]
K12353	sphingomyelin phosphodiesterase 4 [EC:3.1.4.12]
K12995	rhamnosyl/mannosyltransferase [EC:2.4.1.-]
K02696	photosystem I subunit VIII
K17675	ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]
K15853	acyl transferase [EC:2.3.1.-]
K11530	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32]
K22237	Rab effector MyRIP
K04495	transcription factor SOX17 (SOX group F)
K12307	MFS transporter, ceroid-lipofuscinosis neuronal protein 7
K11144	primosomal protein DnaI
K08505	protein transport protein SFT1
K02393	flagellar L-ring protein precursor FlgH
K12564	gamma-sarcoglycan
K12140	hydrogenase-4 component E [EC:1.-.-.-]
K09948	uncharacterized protein
K09904	uncharacterized protein
K14072	neuropeptide Y receptor
K10023	arginine/ornithine transport system permease protein
K07901	Ras-related protein Rab-8A
K04810	nicotinic acetylcholine receptor alpha-9
K17153	microRNA 370
K18728	eukaryotic translation initiation factor 4E transporter
K09810	lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-]
K09227	zinc finger protein ZIC, invertebrate
K17763	rsbT co-antagonist protein RsbR
K02536	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
K06747	immune costimulatory protein B7-H4
K07568	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]
K03824	putative acetyltransferase [EC:2.3.1.-]
K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K16699	teichuronic acid biosynthesis glycosyltransferase TuaH [EC:2.4.-.-]
K04439	beta-arrestin
K06575	glycophorin A
K16497	protocadherin gamma subfamily C
K07184	SH3 domain protein
K15414	complement component 1 Q subcomponent-binding protein, mitochondrial
K05875	methyl-accepting chemotaxis protein II, aspartate sensor receptor
K06404	stage V sporulation protein AB
K08996	putative membrane protein
K07900	Ras-related protein Rab-9B
K13019	UDP-GlcNAc3NAcA epimerase [EC:5.1.3.23]
K20553	5'-3' exoribonuclease 4 [EC:3.1.13.-]
K07144	5-(aminomethyl)-3-furanmethanol phosphate kinase [EC:2.7.4.31]
K10041	putative glutamine transport system ATP-binding protein [EC:3.6.3.-]
K04694	suppressor of cytokine signaling 1
K10532	heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]
K00252	glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K16473	intraflagellar transport protein 20
K09233	zinc finger protein GLIS2
K04186	C-C chemokine receptor-like 1
K11631	bacitracin transport system ATP-binding protein
K21248	vacuole membrane protein 1
K18107	L-glyceraldehyde reductase [EC:1.1.1.372]
K00152	salicylaldehyde dehydrogenase [EC:1.2.1.65]
K03709	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
K00701	cyclomaltodextrin glucanotransferase [EC:2.4.1.19]
K16943	septin 4
K18300	outer membrane protein, multidrug efflux system
K02983	small subunit ribosomal protein S30e
K15423	serine/threonine-protein phosphatase 4 catalytic subunit [EC:3.1.3.16]
K10320	F-box protein 46
K12133	MYB-related transcription factor LHY
K13892	glutathione transport system ATP-binding protein
K14835	25S rRNA (cytosine2870-C5)-methyltransferase [EC:2.1.1.310]
K00842	aminotransferase [EC:2.6.1.-]
K19632	CDP-abequose synthase [EC:1.1.1.341]
K03483	mannitol operon transcriptional antiterminator
K07011	uncharacterized protein
K03385	nitrite reductase (cytochrome c-552) [EC:1.7.2.2]
K01270	dipeptidase D [EC:3.4.13.-]
K19283	prostatic aicd phosphatase [EC:3.1.3.2 3.1.3.5]
K15863	NADH-quinone oxidoreductase subunit L/M [EC:1.6.5.3]
K20722	reticulon-2
K02096	phycobilisome core-membrane linker protein
K02904	large subunit ribosomal protein L29
K10008	glutamate transport system ATP-binding protein [EC:3.6.3.-]
K11975	E3 ubiquitin-protein ligase RNF144 [EC:2.3.2.27]
K15468	cytochrome P450 PksS
K03492	GntR family transcriptional regulator
K15588	histone-lysine N-methyltransferase NSD1 [EC:2.1.1.43]
K18737	SWI5-dependent HO expression protein 3
K17853	cytochrome P450 family 2 subfamily H
K10961	toxin co-regulated pilus biosynthesis protein I
K03673	thiol:disulfide interchange protein DsbA
K10619	p-cumate 2,3-dioxygenase subunit alpha [EC:1.14.12.25]
K02580	nuclear factor NF-kappa-B p105 subunit
K06636	structural maintenance of chromosome 1
K15979	staphylococcal nuclease domain-containing protein 1
K17482	spermatogenic leucine zipper protein 1
K05960	tau-protein kinase [EC:2.7.11.26]
K04737	interleukin 3 receptor alpha
K07034	uncharacterized protein
K02714	photosystem II PsbM protein
K15197	transcription factor IIIB 50 kDa subunit
K21178	O-methyltransferase [EC:2.1.1.-]
K13523	lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]
K18607	pyridoxine 4-oxidase [EC:1.1.3.12]
K13000	mannosyltransferase [EC:2.4.1.-]
K15854	alkanal monooxygenase beta chain [EC:1.14.14.3]
K09366	POU domain transcription factor, class 4
K09391	transcription factor E2F7/8
K19096	beta-lactamase class C CMY-2 [EC:3.5.2.6]
K17633	RAS protein activator-like 2
K08442	G protein-coupled receptor 176
K07986	UL16 binding protein
K20549	3,6-anhydro-L-galactonate cycloisomerase [EC:5.5.1.25]
K00185	prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit
K06829	cysteine rich protein 61
K08099	chlorophyllase [EC:3.1.1.14]
K18545	streptogrisin B [EC:3.4.21.81]
K19770	ribonuclease kappa [EC:3.1.-.-]
K12950	manganese/zinc-transporting P-type ATPase C [EC:3.6.3.-]
K18567	MFS transporter, DHA1 family, purine base/nucleoside efflux pump
K13597	activin receptor type-2, invertebrate
K17719	cytochrome P450 family 2 subfamily C polypeptide 9 [EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-]
K07088	uncharacterized protein
K18254	phthalate 3,4-dioxygenase ferredoxin reductase component [EC:1.18.1.3]
K03413	two-component system, chemotaxis family, chemotaxis protein CheY
K12118	cryptochrome 1
K03063	26S proteasome regulatory subunit T3
K01894	glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]
K12506	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]
K04627	pheromone a factor receptor
K06409	stage V sporulation protein B
K09848	TNF receptor-associated factor 4
K15793	acyclic sesquiterpene synthase [EC:4.2.3.49 4.2.3.47 3.1.7.6]
K08649	granzyme M [EC:3.4.21.-]
K12451	3,5-epimerase/4-reductase [EC:5.1.3.- 1.1.1.-]
K12992	rhamnosyltransferase [EC:2.4.1.-]
K05342	alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]
K13040	two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]
K09648	mitochondrial inner membrane protease subunit 2 [EC:3.4.21.-]
K17903	calcipressin-2
K09711	uncharacterized protein
K18289	itaconate CoA-transferase [EC:2.8.3.- 2.8.3.22]
K11905	type VI secretion system protein
K04942	potassium intermediate/small conductance calcium-activated channel subfamily N member 1
K18125	aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359]
K10472	kelch repeat and BTB domain-containing protein 4
K16623	botulinum neurotoxin type non-toxic component
K13793	secreted effector OspE
K11121	NAD-dependent histone deacetylase SIR2 [EC:3.5.1.-]
K17137	microRNA 483
K01495	GTP cyclohydrolase IA [EC:3.5.4.16]
K17598	synaptotagmin-like protein
K16597	C-C motif chemokine 11
K18034	receptor-type tyrosine-protein phosphatase H [EC:3.1.3.48]
K17679	ATP-dependent RNA helicase MSS116, mitochondrial [EC:3.6.4.13]
K17483	mycocyclosin synthase [EC:1.14.21.9]
K09522	DnaJ homolog subfamily C member 2
K22046	B-cell lymphoma/leukemia 11B
K14970	menin
K21771	G2/mitotic-specific cyclin-B3
K02920	large subunit ribosomal protein L36e
K06648	regulatory protein SWI6
K11490	condensin-2 complex subunit H2
K08894	protein tyrosine kinase 6 [EC:2.7.10.2]
K08148	MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 11
K10141	sestrin 1/3
K07512	mitochondrial trans-2-enoyl-CoA reductase [EC:1.3.1.38]
K07695	two-component system, NarL family, response regulator DevR
K17883	mycothione reductase [EC:1.8.1.15]
K20687	Rho guanine nucleotide exchange factor 15
K17823	DCN1-like protein 3
K08504	blocked early in transport 1
K05421	B-cell stimulating factor 3
K07369	mucosa-associated lymphoid tissue lymphoma translocation protein 1 [EC:3.4.22.-]
K05234	pancreatic polypeptide
K20719	sigma non-opioid intracellular receptor
K12535	outer membrane protein, S-layer protein transport system
K02467	arabinose 5-phosphate isomerase [EC:5.3.1.13]
K09919	uncharacterized protein
K21142	MoaE-MoaD fusion protein [EC:2.8.1.12]
K05106	Eph receptor A5 [EC:2.7.10.1]
K10863	aprataxin [EC:3.1.11.7 3.1.11.8 3.1.12.2]
K21350	sucrose 6(F)-phosphate phosphorylase [EC:2.4.1.329]
K15123	solute carrier family 25, member 45/47
K03837	serine transporter
K16060	baculoviral IAP repeat-containing protein 2/3
K16621	bone morphogenetic protein 7
K03041	DNA-directed RNA polymerase subunit A' [EC:2.7.7.6]
K19414	lysine-specific demethylase PHF2 [EC:1.14.11.-]
K13832	3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]
K03416	methylmalonyl-CoA carboxyltransferase 5S subunit [EC:2.1.3.1]
K09425	Myb-like DNA-binding protein FlbD
K17380	microRNA 615
K09236	teashirt
K20446	nicotinate dehydrogenase small FeS subunit [EC:1.17.1.5]
K01644	citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
K04419	mitogen-activated protein kinase kinase kinase 11 [EC:2.7.11.25]
K00972	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]
K20700	NF-kappa-B essential modulator
K01210	glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K21266	beta-lactamase class D OXA-286 [EC:3.5.2.6]
K18745	maternal protein exuperantia
K22125	myoferlin
K17895	GATA-binding protein 3
K11820	N-hydroxythioamide S-beta-glucosyltransferase [EC:2.4.1.195]
K05648	ATP-binding cassette, subfamily A (ABC1), member 5
K01881	prolyl-tRNA synthetase [EC:6.1.1.15]
K00278	L-aspartate oxidase [EC:1.4.3.16]
K20221	importin-4
K15719	protein O-GlcNAcase / histone acetyltransferase [EC:3.2.1.169 2.3.1.48]
K12274	translocation protein SEC72
K13774	citronellol/citronellal dehydrogenase
K07378	neuroligin
K13587	two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
K16363	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]
K15138	mediator of RNA polymerase II transcription subunit 19, fungi type
K14743	membrane-anchored mycosin MYCP [EC:3.4.21.-]
K08480	circadian clock protein KaiA
K09749	uncharacterized protein
K00764	amidophosphoribosyltransferase [EC:2.4.2.14]
K01181	endo-1,4-beta-xylanase [EC:3.2.1.8]
K05190	gamma-aminobutyric acid receptor subunit rho
K10705	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [EC:1.2.1.12]
K17992	NADP-reducing hydrogenase subunit HndB [EC:1.12.1.3]
K17285	selenium-binding protein 1
K16829	protein three rows
K06720	L-ectoine synthase [EC:4.2.1.108]
K05632	E3 ubiquitin-protein ligase Itchy [EC:2.3.2.26]
