Gene	Path	PathDesc
K04228	ko04072	Phospholipase D signaling pathway
K04228	ko04080	Neuroactive ligand-receptor interaction
K04228	ko04962	Vasopressin-regulated water reabsorption
K04160	ko04020	Calcium signaling pathway
K04160	ko04024	cAMP signaling pathway
K04160	ko04080	Neuroactive ligand-receptor interaction
K04160	ko04726	Serotonergic synapse
K07415	ko00140	Steroid hormone biosynthesis
K07415	ko00590	Arachidonic acid metabolism
K07415	ko00591	Linoleic acid metabolism
K07415	ko00980	Metabolism of xenobiotics by cytochrome P450
K07415	ko00982	Drug metabolism - cytochrome P450
K07415	ko00983	Drug metabolism - other enzymes
K07415	ko01100	Metabolic pathways
K07415	ko04932	Non-alcoholic fatty liver disease (NAFLD)
K07415	ko05204	Chemical carcinogenesis
K20225	ko04013	MAPK signaling pathway - fly
K04920	ko04971	Gastric acid secretion
K03510	ko03460	Fanconi anemia pathway
K12474	ko04144	Endocytosis
K12474	ko04979	Cholesterol metabolism
K00625	ko00430	Taurine and hypotaurine metabolism
K00625	ko00620	Pyruvate metabolism
K00625	ko00640	Propanoate metabolism
K00625	ko00680	Methane metabolism
K00625	ko00720	Carbon fixation pathways in prokaryotes
K00625	ko01100	Metabolic pathways
K00625	ko01120	Microbial metabolism in diverse environments
K00625	ko01200	Carbon metabolism
K13249	ko04141	Protein processing in endoplasmic reticulum
K10088	ko04141	Protein processing in endoplasmic reticulum
K15795	ko00909	Sesquiterpenoid and triterpenoid biosynthesis
K02006	ko02010	ABC transporters
K08512	ko04130	SNARE interactions in vesicular transport
K08512	ko04140	Autophagy - animal
K08512	ko04611	Platelet activation
K18560	ko00720	Carbon fixation pathways in prokaryotes
K18560	ko01200	Carbon metabolism
K11035	ko02024	Quorum sensing
K03851	ko00430	Taurine and hypotaurine metabolism
K03851	ko01100	Metabolic pathways
K10606	ko03460	Fanconi anemia pathway
K10606	ko04120	Ubiquitin mediated proteolysis
K02288	ko00196	Photosynthesis - antenna proteins
K02288	ko01100	Metabolic pathways
K07671	ko02020	Two-component system
K05098	ko01521	EGFR tyrosine kinase inhibitor resistance
K05098	ko04010	MAPK signaling pathway
K05098	ko04014	Ras signaling pathway
K05098	ko04015	Rap1 signaling pathway
K05098	ko04060	Cytokine-cytokine receptor interaction
K05098	ko04151	PI3K-Akt signaling pathway
K05098	ko04370	VEGF signaling pathway
K05098	ko04510	Focal adhesion
K05098	ko05205	Proteoglycans in cancer
K05098	ko05418	Fluid shear stress and atherosclerosis
K02517	ko00540	Lipopolysaccharide biosynthesis
K02517	ko01100	Metabolic pathways
K19567	ko01057	Biosynthesis of type II polyketide products
K19567	ko01130	Biosynthesis of antibiotics
K06788	ko05416	Viral myocarditis
K04231	ko04080	Neuroactive ligand-receptor interaction
K08204	ko04976	Bile secretion
K16031	ko01051	Biosynthesis of ansamycins
K16031	ko01052	Type I polyketide structures
K12777	ko04113	Meiosis - yeast
K14361	ko04976	Bile secretion
K11627	ko00970	Aminoacyl-tRNA biosynthesis
K03122	ko03022	Basal transcription factors
K03122	ko05203	Viral carcinogenesis
K16397	ko01052	Type I polyketide structures
K10568	ko03410	Base excision repair
K00677	ko00540	Lipopolysaccharide biosynthesis
K00677	ko01100	Metabolic pathways
K00677	ko01503	Cationic antimicrobial peptide (CAMP) resistance
K02941	ko03010	Ribosome
K07179	ko03008	Ribosome biogenesis in eukaryotes
K12636	ko00231	Puromycin biosynthesis
K12636	ko01130	Biosynthesis of antibiotics
K06085	ko04520	Adherens junction
K03158	ko04010	MAPK signaling pathway
K03158	ko04060	Cytokine-cytokine receptor interaction
K03158	ko04064	NF-kappa B signaling pathway
K03158	ko04071	Sphingolipid signaling pathway
K03158	ko04150	mTOR signaling pathway
K03158	ko04210	Apoptosis
K03158	ko04215	Apoptosis - multiple species
K03158	ko04217	Necroptosis
K03158	ko04380	Osteoclast differentiation
K03158	ko04668	TNF signaling pathway
K03158	ko04920	Adipocytokine signaling pathway
K03158	ko04931	Insulin resistance
K03158	ko04932	Non-alcoholic fatty liver disease (NAFLD)
K03158	ko05010	Alzheimer's disease
K03158	ko05014	Amyotrophic lateral sclerosis (ALS)
K03158	ko05142	Chagas disease (American trypanosomiasis)
K03158	ko05145	Toxoplasmosis
K03158	ko05152	Tuberculosis
K03158	ko05160	Hepatitis C
K03158	ko05164	Influenza A
K03158	ko05165	Human papillomavirus infection
K03158	ko05166	HTLV-I infection
K03158	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K03158	ko05168	Herpes simplex infection
K03158	ko05418	Fluid shear stress and atherosclerosis
K09587	ko00905	Brassinosteroid biosynthesis
K09587	ko01100	Metabolic pathways
K09587	ko01110	Biosynthesis of secondary metabolites
K01495	ko00790	Folate biosynthesis
K01495	ko01100	Metabolic pathways
K18243	ko00626	Naphthalene degradation
K18243	ko01120	Microbial metabolism in diverse environments
K15862	ko00190	Oxidative phosphorylation
K15862	ko01100	Metabolic pathways
K15862	ko02020	Two-component system
K02830	ko04111	Cell cycle - yeast
K02830	ko04113	Meiosis - yeast
K02830	ko04218	Cellular senescence
K09999	ko02010	ABC transporters
K16370	ko00010	Glycolysis / Gluconeogenesis
K16370	ko00030	Pentose phosphate pathway
K16370	ko00051	Fructose and mannose metabolism
K16370	ko00052	Galactose metabolism
K16370	ko00680	Methane metabolism
K16370	ko01100	Metabolic pathways
K16370	ko01110	Biosynthesis of secondary metabolites
K16370	ko01120	Microbial metabolism in diverse environments
K16370	ko01130	Biosynthesis of antibiotics
K16370	ko01200	Carbon metabolism
K16370	ko01230	Biosynthesis of amino acids
K16403	ko01052	Type I polyketide structures
K16676	ko04391	Hippo signaling pathway - fly
K18279	ko00404	Staurosporine biosynthesis
K18279	ko01130	Biosynthesis of antibiotics
K20951	ko05111	Biofilm formation - Vibrio cholerae
K17175	ko05206	MicroRNAs in cancer
K11229	ko04011	MAPK signaling pathway - yeast
K11229	ko04139	Mitophagy - yeast
K19444	ko05168	Herpes simplex infection
K20181	ko04138	Autophagy - yeast
K06539	ko04514	Cell adhesion molecules (CAMs)
K15513	ko00362	Benzoate degradation
K19006	ko00562	Inositol phosphate metabolism
K19006	ko01100	Metabolic pathways
K20014	ko04214	Apoptosis - fly
K20014	ko04215	Apoptosis - multiple species
K00577	ko00680	Methane metabolism
K00577	ko01100	Metabolic pathways
K00577	ko01120	Microbial metabolism in diverse environments
K00577	ko01200	Carbon metabolism
K14308	ko03013	RNA transport
K13586	ko04112	Cell cycle - Caulobacter
K00698	ko00520	Amino sugar and nucleotide sugar metabolism
K00595	ko00860	Porphyrin and chlorophyll metabolism
K00595	ko01100	Metabolic pathways
K11251	ko04217	Necroptosis
K11251	ko05034	Alcoholism
K11251	ko05322	Systemic lupus erythematosus
K06587	ko04151	PI3K-Akt signaling pathway
K06587	ko04510	Focal adhesion
K06587	ko04512	ECM-receptor interaction
K06587	ko04810	Regulation of actin cytoskeleton
K06587	ko05165	Human papillomavirus infection
K06587	ko05410	Hypertrophic cardiomyopathy (HCM)
K06587	ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
K06587	ko05414	Dilated cardiomyopathy (DCM)
K03130	ko03022	Basal transcription factors
K03130	ko05168	Herpes simplex infection
K14155	ko00270	Cysteine and methionine metabolism
K14155	ko00450	Selenocompound metabolism
K14155	ko01100	Metabolic pathways
K14155	ko01110	Biosynthesis of secondary metabolites
K14155	ko01230	Biosynthesis of amino acids
K03065	ko03050	Proteasome
K03065	ko05169	Epstein-Barr virus infection
K13414	ko04016	MAPK signaling pathway - plant
K13414	ko04626	Plant-pathogen interaction
K13389	ko00950	Isoquinoline alkaloid biosynthesis
K13389	ko01110	Biosynthesis of secondary metabolites
K04850	ko04010	MAPK signaling pathway
K04850	ko04020	Calcium signaling pathway
K04850	ko04022	cGMP-PKG signaling pathway
K04850	ko04024	cAMP signaling pathway
K04850	ko04260	Cardiac muscle contraction
K04850	ko04261	Adrenergic signaling in cardiomyocytes
K04850	ko04270	Vascular smooth muscle contraction
K04850	ko04713	Circadian entrainment
K04850	ko04720	Long-term potentiation
K04850	ko04723	Retrograde endocannabinoid signaling
K04850	ko04724	Glutamatergic synapse
K04850	ko04725	Cholinergic synapse
K04850	ko04726	Serotonergic synapse
K04850	ko04727	GABAergic synapse
K04850	ko04728	Dopaminergic synapse
K04850	ko04742	Taste transduction
K04850	ko04911	Insulin secretion
K04850	ko04912	GnRH signaling pathway
K04850	ko04921	Oxytocin signaling pathway
K04850	ko04924	Renin secretion
K04850	ko04925	Aldosterone synthesis and secretion
K04850	ko04927	Cortisol synthesis and secretion
K04850	ko04930	Type II diabetes mellitus
K04850	ko05010	Alzheimer's disease
K04850	ko05031	Amphetamine addiction
K04850	ko05410	Hypertrophic cardiomyopathy (HCM)
K04850	ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
K04850	ko05414	Dilated cardiomyopathy (DCM)
K05674	ko02010	ABC transporters
K17917	ko04144	Endocytosis
K00952	ko00760	Nicotinate and nicotinamide metabolism
K00952	ko01100	Metabolic pathways
K12968	ko04623	Cytosolic DNA-sensing pathway
K12968	ko05162	Measles
K12968	ko05164	Influenza A
K03020	ko00230	Purine metabolism
K03020	ko00240	Pyrimidine metabolism
K03020	ko01100	Metabolic pathways
K03020	ko03020	RNA polymerase
K03020	ko04623	Cytosolic DNA-sensing pathway
K03020	ko05169	Epstein-Barr virus infection
K12691	ko00510	N-Glycan biosynthesis
K12691	ko00513	Various types of N-glycan biosynthesis
K12691	ko01100	Metabolic pathways
K12691	ko04141	Protein processing in endoplasmic reticulum
K11128	ko03008	Ribosome biogenesis in eukaryotes
K04422	ko04010	MAPK signaling pathway
K13387	ko00950	Isoquinoline alkaloid biosynthesis
K00694	ko00500	Starch and sucrose metabolism
K00694	ko01100	Metabolic pathways
K00694	ko02026	Biofilm formation - Escherichia coli
K13267	ko00943	Isoflavonoid biosynthesis
K13267	ko01110	Biosynthesis of secondary metabolites
K02191	ko00860	Porphyrin and chlorophyll metabolism
K04233	ko04080	Neuroactive ligand-receptor interaction
K18487	ko04550	Signaling pathways regulating pluripotency of stem cells
K12813	ko03040	Spliceosome
K06631	ko04068	FoxO signaling pathway
K06631	ko04110	Cell cycle
K06631	ko04114	Oocyte meiosis
K06631	ko04914	Progesterone-mediated oocyte maturation
K09588	ko00905	Brassinosteroid biosynthesis
K09588	ko01110	Biosynthesis of secondary metabolites
K09997	ko02010	ABC transporters
K08729	ko00564	Glycerophospholipid metabolism
K08729	ko01100	Metabolic pathways
K18892	ko02010	ABC transporters
K13776	ko00281	Geraniol degradation
K21069	ko00902	Monoterpenoid biosynthesis
K21069	ko01110	Biosynthesis of secondary metabolites
K01982	ko03008	Ribosome biogenesis in eukaryotes
K01982	ko03010	Ribosome
K01800	ko00350	Tyrosine metabolism
K01800	ko00643	Styrene degradation
K01800	ko01100	Metabolic pathways
K01800	ko01120	Microbial metabolism in diverse environments
K03963	ko00190	Oxidative phosphorylation
K03963	ko01100	Metabolic pathways
K03963	ko04723	Retrograde endocannabinoid signaling
K03963	ko04932	Non-alcoholic fatty liver disease (NAFLD)
K03963	ko05010	Alzheimer's disease
K03963	ko05012	Parkinson's disease
K03963	ko05016	Huntington's disease
K20250	ko00270	Cysteine and methionine metabolism
K20250	ko01100	Metabolic pathways
K20250	ko02024	Quorum sensing
K19104	ko00261	Monobactam biosynthesis
K19104	ko01130	Biosynthesis of antibiotics
K04864	ko04010	MAPK signaling pathway
K04864	ko04260	Cardiac muscle contraction
K04864	ko04261	Adrenergic signaling in cardiomyocytes
K04864	ko04921	Oxytocin signaling pathway
K04864	ko05410	Hypertrophic cardiomyopathy (HCM)
K04864	ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
K04864	ko05414	Dilated cardiomyopathy (DCM)
K12088	ko05120	Epithelial cell signaling in Helicobacter pylori infection
K08329	ko04138	Autophagy - yeast
K12156	ko00966	Glucosinolate biosynthesis
K12156	ko01110	Biosynthesis of secondary metabolites
K12156	ko01210	2-Oxocarboxylic acid metabolism
K03991	ko04145	Phagosome
K03991	ko04610	Complement and coagulation cascades
K03991	ko05150	Staphylococcus aureus infection
K07546	ko00623	Toluene degradation
K07546	ko01100	Metabolic pathways
K07546	ko01120	Microbial metabolism in diverse environments
K07546	ko01220	Degradation of aromatic compounds
K02333	ko01100	Metabolic pathways
K15770	ko02010	ABC transporters
K14272	ko00220	Arginine biosynthesis
K14272	ko00250	Alanine, aspartate and glutamate metabolism
K14272	ko00260	Glycine, serine and threonine metabolism
K14272	ko00630	Glyoxylate and dicarboxylate metabolism
K14272	ko00710	Carbon fixation in photosynthetic organisms
K14272	ko01100	Metabolic pathways
K14272	ko01110	Biosynthesis of secondary metabolites
K14272	ko01120	Microbial metabolism in diverse environments
K14272	ko01130	Biosynthesis of antibiotics
K14272	ko01200	Carbon metabolism
K14272	ko01210	2-Oxocarboxylic acid metabolism
K14272	ko01230	Biosynthesis of amino acids
K04830	ko04750	Inflammatory mediator regulation of TRP channels
K11725	ko00190	Oxidative phosphorylation
K20995	ko01522	Endocrine resistance
K20995	ko04320	Dorso-ventral axis formation
K20995	ko04330	Notch signaling pathway
K20995	ko04371	Apelin signaling pathway
K20995	ko04658	Th1 and Th2 cell differentiation
K20995	ko04919	Thyroid hormone signaling pathway
K20995	ko05165	Human papillomavirus infection
K20995	ko05200	Pathways in cancer
K20995	ko05206	MicroRNAs in cancer
K20995	ko05224	Breast cancer
K16240	ko04712	Circadian rhythm - plant
K01057	ko00030	Pentose phosphate pathway
K01057	ko01100	Metabolic pathways
K01057	ko01110	Biosynthesis of secondary metabolites
K01057	ko01120	Microbial metabolism in diverse environments
K01057	ko01130	Biosynthesis of antibiotics
K01057	ko01200	Carbon metabolism
K17334	ko04022	cGMP-PKG signaling pathway
K17334	ko04218	Cellular senescence
K17334	ko04310	Wnt signaling pathway
K17334	ko04360	Axon guidance
K17334	ko04921	Oxytocin signaling pathway
K17334	ko05161	Hepatitis B
K17334	ko05166	HTLV-I infection
K17334	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K16783	ko02010	ABC transporters
K02464	ko03070	Bacterial secretion system
K18359	ko00360	Phenylalanine metabolism
K17025	ko05206	MicroRNAs in cancer
K08491	ko04130	SNARE interactions in vesicular transport
K08491	ko04140	Autophagy - animal
K02309	ko04111	Cell cycle - yeast
K02309	ko04113	Meiosis - yeast
K15757	ko00622	Xylene degradation
K15757	ko00623	Toluene degradation
K15757	ko01100	Metabolic pathways
K15757	ko01120	Microbial metabolism in diverse environments
K15757	ko01220	Degradation of aromatic compounds
K02144	ko00190	Oxidative phosphorylation
K02144	ko01100	Metabolic pathways
K02144	ko04142	Lysosome
K02144	ko04145	Phagosome
K02144	ko04150	mTOR signaling pathway
K02144	ko04721	Synaptic vesicle cycle
K02144	ko05110	Vibrio cholerae infection
K02144	ko05120	Epithelial cell signaling in Helicobacter pylori infection
K02144	ko05152	Tuberculosis
K02144	ko05323	Rheumatoid arthritis
K09584	ko04141	Protein processing in endoplasmic reticulum
K15089	ko00902	Monoterpenoid biosynthesis
K15089	ko01110	Biosynthesis of secondary metabolites
K20658	ko00909	Sesquiterpenoid and triterpenoid biosynthesis
K20658	ko01110	Biosynthesis of secondary metabolites
K20272	ko02024	Quorum sensing
K13464	ko04075	Plant hormone signal transduction
K12623	ko03018	RNA degradation
K12623	ko03040	Spliceosome
K14150	ko05145	Toxoplasmosis
K20486	ko02020	Two-component system
K20486	ko02024	Quorum sensing
K06106	ko04530	Tight junction
K06106	ko05100	Bacterial invasion of epithelial cells
K06106	ko05130	Pathogenic Escherichia coli infection
K06106	ko05131	Shigellosis
K06106	ko05205	Proteoglycans in cancer
K19972	ko02010	ABC transporters
K12464	ko04722	Neurotrophin signaling pathway
K20734	ko04918	Thyroid hormone synthesis
K00966	ko00051	Fructose and mannose metabolism
K00966	ko00520	Amino sugar and nucleotide sugar metabolism
K00966	ko01100	Metabolic pathways
K00966	ko01110	Biosynthesis of secondary metabolites
K13248	ko00750	Vitamin B6 metabolism
K13248	ko01100	Metabolic pathways
K05203	ko04080	Neuroactive ligand-receptor interaction
K05203	ko04724	Glutamatergic synapse
K18606	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
K18606	ko00350	Tyrosine metabolism
K18606	ko00360	Phenylalanine metabolism
K18606	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis
K18606	ko01110	Biosynthesis of secondary metabolites
K16390	ko01052	Type I polyketide structures
K07699	ko02020	Two-component system
K07699	ko02024	Quorum sensing
K00395	ko00920	Sulfur metabolism
K00395	ko01100	Metabolic pathways
K00395	ko01120	Microbial metabolism in diverse environments
K13444	ko04142	Lysosome
K00248	ko00071	Fatty acid degradation
K00248	ko00280	Valine, leucine and isoleucine degradation
K00248	ko00650	Butanoate metabolism
K00248	ko01100	Metabolic pathways
K00248	ko01110	Biosynthesis of secondary metabolites
K00248	ko01120	Microbial metabolism in diverse environments
K00248	ko01200	Carbon metabolism
K00248	ko01212	Fatty acid metabolism
K11358	ko00220	Arginine biosynthesis
K11358	ko00250	Alanine, aspartate and glutamate metabolism
K11358	ko00270	Cysteine and methionine metabolism
K11358	ko00330	Arginine and proline metabolism
K11358	ko00350	Tyrosine metabolism
K11358	ko00360	Phenylalanine metabolism
K11358	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K11358	ko00401	Novobiocin biosynthesis
K11358	ko00950	Isoquinoline alkaloid biosynthesis
K11358	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis
K11358	ko01100	Metabolic pathways
K11358	ko01110	Biosynthesis of secondary metabolites
K11358	ko01130	Biosynthesis of antibiotics
K11358	ko01210	2-Oxocarboxylic acid metabolism
K11358	ko01230	Biosynthesis of amino acids
K05149	ko04060	Cytokine-cytokine receptor interaction
K11152	ko00830	Retinol metabolism
K11152	ko01100	Metabolic pathways
K21977	ko00770	Pantothenate and CoA biosynthesis
